well,serum,dilution_factor,replicate,fastq
A9,AUS24_s007_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_65_S65_R1_001.fastq.gz
B9,AUS24_s007_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_66_S66_R1_001.fastq.gz
C9,AUS24_s008_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_67_S67_R1_001.fastq.gz
D9,AUS24_s008_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_68_S68_R1_001.fastq.gz
E9,AUS24_s009_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_69_S69_R1_001.fastq.gz
F9,AUS24_s009_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_70_S70_R1_001.fastq.gz
G9,AUS24_s010_prevax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_71_S71_R1_001.fastq.gz
H9,AUS24_s010_postvax,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_72_S72_R1_001.fastq.gz
A10,AUS24_s007_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_73_S73_R1_001.fastq.gz
B10,AUS24_s007_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_74_S74_R1_001.fastq.gz
C10,AUS24_s008_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_75_S75_R1_001.fastq.gz
D10,AUS24_s008_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_76_S76_R1_001.fastq.gz
E10,AUS24_s009_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_77_S77_R1_001.fastq.gz
F10,AUS24_s009_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_78_S78_R1_001.fastq.gz
G10,AUS24_s010_prevax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_79_S79_R1_001.fastq.gz
H10,AUS24_s010_postvax,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_80_S80_R1_001.fastq.gz
A11,AUS24_s007_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_81_S81_R1_001.fastq.gz
B11,AUS24_s007_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_82_S82_R1_001.fastq.gz
C11,AUS24_s008_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_83_S83_R1_001.fastq.gz
D11,AUS24_s008_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_84_S84_R1_001.fastq.gz
E11,AUS24_s009_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_85_S85_R1_001.fastq.gz
F11,AUS24_s009_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_86_S86_R1_001.fastq.gz
G11,AUS24_s010_prevax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_87_S87_R1_001.fastq.gz
H11,AUS24_s010_postvax,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_88_S88_R1_001.fastq.gz
A12,none,,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_89_S89_R1_001.fastq.gz
B12,none,,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_90_S90_R1_001.fastq.gz
C12,none,,3,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_91_S91_R1_001.fastq.gz
D12,none,,4,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_92_S92_R1_001.fastq.gz
E12,none,,5,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_93_S93_R1_001.fastq.gz
F12,none,,6,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_94_S94_R1_001.fastq.gz
G12,none,,7,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_95_S95_R1_001.fastq.gz
H12,none,,8,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_96_S96_R1_001.fastq.gz
