well,serum,dilution_factor,replicate,fastq
G5,PENN23_y1996_s056_d0,640,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_39_S135_R1_001.fastq.gz
H5,PENN23_y1996_s056_d28,640,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_40_S136_R1_001.fastq.gz
A6,PENN23_y1978_s039_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_41_S137_R1_001.fastq.gz
B6,PENN23_y1978_s039_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_42_S138_R1_001.fastq.gz
C6,PENN23_y1999_s046_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_43_S139_R1_001.fastq.gz
D6,PENN23_y1999_s046_d28,1280,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_44_S140_R1_001.fastq.gz
E6,PENN23_y1981_s053_d0,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_45_S141_R1_001.fastq.gz
F6,PENN23_y1981_s053_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_46_S142_R1_001.fastq.gz
G6,PENN23_y1996_s056_d0,1280,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_47_S143_R1_001.fastq.gz
H6,PENN23_y1996_s056_d28,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_48_S144_R1_001.fastq.gz
A7,PENN23_y1978_s039_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_49_S145_R1_001.fastq.gz
B7,PENN23_y1978_s039_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_50_S146_R1_001.fastq.gz
C7,PENN23_y1999_s046_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_51_S147_R1_001.fastq.gz
D7,PENN23_y1999_s046_d28,2560,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_52_S148_R1_001.fastq.gz
E7,PENN23_y1981_s053_d0,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_53_S149_R1_001.fastq.gz
F7,PENN23_y1981_s053_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_54_S150_R1_001.fastq.gz
G7,PENN23_y1996_s056_d0,2560,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_55_S151_R1_001.fastq.gz
H7,PENN23_y1996_s056_d28,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_56_S152_R1_001.fastq.gz
A8,PENN23_y1978_s039_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_57_S153_R1_001.fastq.gz
B8,PENN23_y1978_s039_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_58_S154_R1_001.fastq.gz
C8,PENN23_y1999_s046_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_59_S155_R1_001.fastq.gz
D8,PENN23_y1999_s046_d28,5120,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_60_S156_R1_001.fastq.gz
E8,PENN23_y1981_s053_d0,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_61_S157_R1_001.fastq.gz
F8,PENN23_y1981_s053_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_62_S158_R1_001.fastq.gz
G8,PENN23_y1996_s056_d0,5120,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_63_S159_R1_001.fastq.gz
H8,PENN23_y1996_s056_d28,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_64_S160_R1_001.fastq.gz
A9,PENN23_y1978_s039_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_65_S161_R1_001.fastq.gz
B9,PENN23_y1978_s039_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_66_S162_R1_001.fastq.gz
C9,PENN23_y1999_s046_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_67_S163_R1_001.fastq.gz
D9,PENN23_y1999_s046_d28,10240,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_68_S164_R1_001.fastq.gz
E9,PENN23_y1981_s053_d0,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_69_S165_R1_001.fastq.gz
F9,PENN23_y1981_s053_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_70_S166_R1_001.fastq.gz
G9,PENN23_y1996_s056_d0,10240,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_71_S167_R1_001.fastq.gz
H9,PENN23_y1996_s056_d28,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_72_S168_R1_001.fastq.gz
A10,PENN23_y1978_s039_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_73_S169_R1_001.fastq.gz
B10,PENN23_y1978_s039_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_74_S170_R1_001.fastq.gz
C10,PENN23_y1999_s046_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_75_S171_R1_001.fastq.gz
D10,PENN23_y1999_s046_d28,20480,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_76_S172_R1_001.fastq.gz
E10,PENN23_y1981_s053_d0,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_77_S173_R1_001.fastq.gz
F10,PENN23_y1981_s053_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_78_S174_R1_001.fastq.gz
G10,PENN23_y1996_s056_d0,20480,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_79_S175_R1_001.fastq.gz
H10,PENN23_y1996_s056_d28,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_80_S176_R1_001.fastq.gz
A11,PENN23_y1978_s039_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_81_S177_R1_001.fastq.gz
B11,PENN23_y1978_s039_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_82_S178_R1_001.fastq.gz
C11,PENN23_y1999_s046_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_83_S179_R1_001.fastq.gz
D11,PENN23_y1999_s046_d28,40960,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_84_S180_R1_001.fastq.gz
E11,PENN23_y1981_s053_d0,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_85_S181_R1_001.fastq.gz
F11,PENN23_y1981_s053_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_86_S182_R1_001.fastq.gz
G11,PENN23_y1996_s056_d0,40960,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_87_S183_R1_001.fastq.gz
H11,PENN23_y1996_s056_d28,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_88_S184_R1_001.fastq.gz
A12,none,,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_89_S185_R1_001.fastq.gz
B12,none,,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_90_S186_R1_001.fastq.gz
C12,none,,3,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_91_S187_R1_001.fastq.gz
D12,none,,4,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_92_S188_R1_001.fastq.gz
E12,none,,5,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_93_S189_R1_001.fastq.gz
F12,none,,6,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_94_S190_R1_001.fastq.gz
G12,none,,7,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_95_S191_R1_001.fastq.gz
H12,none,,8,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240607_VH00319_519_AACKG5JHV/Unaligned/Project_bloom_lab/PlateB_96_S192_R1_001.fastq.gz
